ntdid,agency,acronym,mode,ntd_mode,region,type_of_svc,month,year,ridership
20080,New Jersey Transit,NJT,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,3,2019,7383532
20080,New Jersey Transit,NJT,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,4,2019,7496417
20080,New Jersey Transit,NJT,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,5,2019,7688131
20080,New Jersey Transit,NJT,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,6,2019,7687168
20080,New Jersey Transit,NJT,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,7,2019,7654222
20080,New Jersey Transit,NJT,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,8,2019,7577617
20080,New Jersey Transit,NJT,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,9,2019,7736083
20080,New Jersey Transit,NJT,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,10,2019,7978160
20080,New Jersey Transit,NJT,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,11,2019,7547988
20080,New Jersey Transit,NJT,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,12,2019,7490815
20080,New Jersey Transit,NJT,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,1,2020,7123674
20080,New Jersey Transit,NJT,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,2,2020,6838023
20080,New Jersey Transit,NJT,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,3,2020,4777030
20080,New Jersey Transit,NJT,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,4,2020,538095
20080,New Jersey Transit,NJT,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,5,2020,284567
20080,New Jersey Transit,NJT,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,6,2020,784152
20080,New Jersey Transit,NJT,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,7,2020,1172594
20080,New Jersey Transit,NJT,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,8,2020,1340860
20080,New Jersey Transit,NJT,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,9,2020,1573823
20080,New Jersey Transit,NJT,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,10,2020,1686293
20080,New Jersey Transit,NJT,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,11,2020,1460389
20080,New Jersey Transit,NJT,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,12,2020,1376951
20080,New Jersey Transit,NJT,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,1,2021,1366322
20080,New Jersey Transit,NJT,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,2,2021,1293559
20080,New Jersey Transit,NJT,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,3,2021,1661036
20080,New Jersey Transit,NJT,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,4,2021,1458267
20080,New Jersey Transit,NJT,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,5,2021,2115213
20080,New Jersey Transit,NJT,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,6,2021,2591609
20080,New Jersey Transit,NJT,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,7,2021,2902968
20080,New Jersey Transit,NJT,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,8,2021,2870095
20080,New Jersey Transit,NJT,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,9,2021,3115502
20080,New Jersey Transit,NJT,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,10,2021,3601446
20080,New Jersey Transit,NJT,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,11,2021,3737705
20080,New Jersey Transit,NJT,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,12,2021,3345726
20080,New Jersey Transit,NJT,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,1,2022,2327813
20080,New Jersey Transit,NJT,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,2,2022,2869641
20080,New Jersey Transit,NJT,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,3,2022,3640125
20080,New Jersey Transit,NJT,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,4,2022,3682735
20080,New Jersey Transit,NJT,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,5,2022,3837036
20080,New Jersey Transit,NJT,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,6,2022,4123599
20080,New Jersey Transit,NJT,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,7,2022,3979072
20080,New Jersey Transit,NJT,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,8,2022,4203619
20080,New Jersey Transit,NJT,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,9,2022,4481964
20080,New Jersey Transit,NJT,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,10,2022,4594465
20080,New Jersey Transit,NJT,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,11,2022,4522085
20080,New Jersey Transit,NJT,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,12,2022,4456868
20080,New Jersey Transit,NJT,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,1,2023,4354739
20080,New Jersey Transit,NJT,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,2,2023,3965747
20080,New Jersey Transit,NJT,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,3,2023,4581493
20080,New Jersey Transit,NJT,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,4,2023,4606740
20080,New Jersey Transit,NJT,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,5,2023,5050387
20080,New Jersey Transit,NJT,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,6,2023,4966334
20080,New Jersey Transit,NJT,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,7,2023,4877123
20080,New Jersey Transit,NJT,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,8,2023,5036673
20080,New Jersey Transit,NJT,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,9,2023,5070405
20080,New Jersey Transit,NJT,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,10,2023,5429934
20080,New Jersey Transit,NJT,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,11,2023,5196767
20100,MTA Long Island Rail Road,LIRR,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,1,2002,6936803
20100,MTA Long Island Rail Road,LIRR,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,2,2002,6171531
20100,MTA Long Island Rail Road,LIRR,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,3,2002,6942572
20100,MTA Long Island Rail Road,LIRR,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,4,2002,7091593
20100,MTA Long Island Rail Road,LIRR,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,5,2002,7148810
20100,MTA Long Island Rail Road,LIRR,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,6,2002,7174015
20100,MTA Long Island Rail Road,LIRR,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,7,2002,8749000
20100,MTA Long Island Rail Road,LIRR,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,8,2002,8768000
20100,MTA Long Island Rail Road,LIRR,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,9,2002,8166000
20100,MTA Long Island Rail Road,LIRR,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,10,2002,8984000
20100,MTA Long Island Rail Road,LIRR,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,11,2002,8185000
20100,MTA Long Island Rail Road,LIRR,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,12,2002,8514000
20100,MTA Long Island Rail Road,LIRR,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,1,2003,8808000
20100,MTA Long Island Rail Road,LIRR,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,2,2003,7670000
20100,MTA Long Island Rail Road,LIRR,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,3,2003,8497000
20100,MTA Long Island Rail Road,LIRR,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,4,2003,8602000
20100,MTA Long Island Rail Road,LIRR,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,5,2003,8483000
20100,MTA Long Island Rail Road,LIRR,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,6,2003,8369000
20100,MTA Long Island Rail Road,LIRR,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,7,2003,8716000
20100,MTA Long Island Rail Road,LIRR,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,8,2003,8497000
20100,MTA Long Island Rail Road,LIRR,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,9,2003,8369000
20100,MTA Long Island Rail Road,LIRR,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,10,2003,8949000
20100,MTA Long Island Rail Road,LIRR,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,11,2003,7917000
20100,MTA Long Island Rail Road,LIRR,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,12,2003,8716000
20100,MTA Long Island Rail Road,LIRR,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,1,2004,8497000
20100,MTA Long Island Rail Road,LIRR,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,2,2004,7789000
20100,MTA Long Island Rail Road,LIRR,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,3,2004,8657000
20100,MTA Long Island Rail Road,LIRR,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,4,2004,8318000
20100,MTA Long Island Rail Road,LIRR,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,5,2004,7951000
20100,MTA Long Island Rail Road,LIRR,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,6,2004,8318000
20100,MTA Long Island Rail Road,LIRR,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,7,2004,8194000
20100,MTA Long Island Rail Road,LIRR,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,8,2004,8414000
20100,MTA Long Island Rail Road,LIRR,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,9,2004,8075000
20100,MTA Long Island Rail Road,LIRR,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,10,2004,8194000
20100,MTA Long Island Rail Road,LIRR,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,11,2004,8075000
20100,MTA Long Island Rail Road,LIRR,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,12,2004,8657000
20100,MTA Long Island Rail Road,LIRR,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,1,2005,8194000
20100,MTA Long Island Rail Road,LIRR,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,2,2005,7544940
20100,MTA Long Island Rail Road,LIRR,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,3,2005,8830140
20100,MTA Long Island Rail Road,LIRR,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,4,2005,8259960
20100,MTA Long Island Rail Road,LIRR,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,5,2005,8334420
20100,MTA Long Island Rail Road,LIRR,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,6,2005,8484360
20100,MTA Long Island Rail Road,LIRR,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,7,2005,8110020
20100,MTA Long Island Rail Road,LIRR,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,8,2005,8830140
20100,MTA Long Island Rail Road,LIRR,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,9,2005,8236500
20100,MTA Long Island Rail Road,LIRR,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,10,2005,8357880
20100,MTA Long Island Rail Road,LIRR,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,11,2005,8236500
20100,MTA Long Island Rail Road,LIRR,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,12,2005,8357880
20100,MTA Long Island Rail Road,LIRR,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,1,2006,7939000
20100,MTA Long Island Rail Road,LIRR,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,2,2006,7183000
20100,MTA Long Island Rail Road,LIRR,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,3,2006,8389000
20100,MTA Long Island Rail Road,LIRR,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,4,2006,7625000
20100,MTA Long Island Rail Road,LIRR,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,5,2006,8164000
20100,MTA Long Island Rail Road,LIRR,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,6,2006,8062000
20100,MTA Long Island Rail Road,LIRR,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,7,2006,7727000
20100,MTA Long Island Rail Road,LIRR,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,8,2006,8389000
20100,MTA Long Island Rail Road,LIRR,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,9,2006,7625000
20100,MTA Long Island Rail Road,LIRR,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,10,2006,8177000
20100,MTA Long Island Rail Road,LIRR,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,11,2006,7837000
20100,MTA Long Island Rail Road,LIRR,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,12,2006,7727000
20100,MTA Long Island Rail Road,LIRR,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,1,2007,8164000
20100,MTA Long Island Rail Road,LIRR,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,2,2007,7183000
20100,MTA Long Island Rail Road,LIRR,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,3,2007,8556000
20100,MTA Long Island Rail Road,LIRR,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,4,2007,8220000
20100,MTA Long Island Rail Road,LIRR,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,5,2007,8556000
20100,MTA Long Island Rail Road,LIRR,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,6,2007,8232000
20100,MTA Long Island Rail Road,LIRR,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,7,2007,8344000
20100,MTA Long Island Rail Road,LIRR,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,8,2007,8768000
20100,MTA Long Island Rail Road,LIRR,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,9,2007,7808000
20100,MTA Long Island Rail Road,LIRR,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,10,2007,8768000
20100,MTA Long Island Rail Road,LIRR,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,11,2007,8432000
20100,MTA Long Island Rail Road,LIRR,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,12,2007,8144000
20100,MTA Long Island Rail Road,LIRR,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,1,2008,8556000
20100,MTA Long Island Rail Road,LIRR,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,2,2008,7884000
20100,MTA Long Island Rail Road,LIRR,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,3,2008,8356000
20100,MTA Long Island Rail Road,LIRR,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,4,2008,8432000
20100,MTA Long Island Rail Road,LIRR,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,5,2008,8356000
20100,MTA Long Island Rail Road,LIRR,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,6,2008,8232000
20100,MTA Long Island Rail Road,LIRR,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,7,2008,8568000
20100,MTA Long Island Rail Road,LIRR,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,8,2008,8356000
20100,MTA Long Island Rail Road,LIRR,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,9,2008,8220000
20100,MTA Long Island Rail Road,LIRR,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,10,2008,8768000
20100,MTA Long Island Rail Road,LIRR,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,11,2008,7808000
20100,MTA Long Island Rail Road,LIRR,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,12,2008,8556000
20100,MTA Long Island Rail Road,LIRR,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,1,2009,8144000
20100,MTA Long Island Rail Road,LIRR,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,2,2009,7548000
20100,MTA Long Island Rail Road,LIRR,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,3,2009,8556000
20100,MTA Long Island Rail Road,LIRR,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,4,2009,8529422
20100,MTA Long Island Rail Road,LIRR,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,5,2009,8215130
20100,MTA Long Island Rail Road,LIRR,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,6,2009,8529422
20100,MTA Long Island Rail Road,LIRR,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,7,2009,8872175
20100,MTA Long Island Rail Road,LIRR,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,8,2009,8433883
20100,MTA Long Island Rail Road,LIRR,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,9,2009,8310669
20100,MTA Long Island Rail Road,LIRR,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,10,2009,8652636
20100,MTA Long Island Rail Road,LIRR,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,11,2009,7872377
20100,MTA Long Island Rail Road,LIRR,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,12,2009,8653422
20100,MTA Long Island Rail Road,LIRR,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,1,2010,7995591
20100,MTA Long Island Rail Road,LIRR,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,2,2010,7625163
20100,MTA Long Island Rail Road,LIRR,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,3,2010,8872175
20100,MTA Long Island Rail Road,LIRR,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,4,2010,8204478
20100,MTA Long Island Rail Road,LIRR,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,5,2010,7894979
20100,MTA Long Island Rail Road,LIRR,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,6,2010,8204478
20100,MTA Long Island Rail Road,LIRR,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,7,2010,8117572
20100,MTA Long Island Rail Road,LIRR,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,8,2010,8310812
20100,MTA Long Island Rail Road,LIRR,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,9,2010,7981885
20100,MTA Long Island Rail Road,LIRR,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,10,2010,8117572
20100,MTA Long Island Rail Road,LIRR,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,11,2010,7981885
20100,MTA Long Island Rail Road,LIRR,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,12,2010,8533405
20100,MTA Long Island Rail Road,LIRR,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,1,2011,7894979
20100,MTA Long Island Rail Road,LIRR,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,2,2011,7353384
20100,MTA Long Island Rail Road,LIRR,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,3,2011,8533405
20100,MTA Long Island Rail Road,LIRR,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,4,2011,8130137
20100,MTA Long Island Rail Road,LIRR,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,5,2011,8217865
20100,MTA Long Island Rail Road,LIRR,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,6,2011,8328486
20100,MTA Long Island Rail Road,LIRR,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,7,2011,8019516
20100,MTA Long Island Rail Road,LIRR,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,8,2011,8662169
20100,MTA Long Island Rail Road,LIRR,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,9,2011,8130137
20100,MTA Long Island Rail Road,LIRR,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,10,2011,8241668
20100,MTA Long Island Rail Road,LIRR,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,11,2011,8106334
20100,MTA Long Island Rail Road,LIRR,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,12,2011,8463820
20100,MTA Long Island Rail Road,LIRR,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,1,2012,8217865
20100,MTA Long Island Rail Road,LIRR,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,2,2012,7772651
20100,MTA Long Island Rail Road,LIRR,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,3,2012,8463820
20100,MTA Long Island Rail Road,LIRR,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,4,2012,7953676
20100,MTA Long Island Rail Road,LIRR,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,5,2012,8278006
20100,MTA Long Island Rail Road,LIRR,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,6,2012,7980662
20100,MTA Long Island Rail Road,LIRR,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,7,2012,8068654
20100,MTA Long Island Rail Road,LIRR,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,8,2012,8487358
20100,MTA Long Island Rail Road,LIRR,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,9,2012,7561958
20100,MTA Long Island Rail Road,LIRR,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,10,2012,8106334
20100,MTA Long Island Rail Road,LIRR,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,11,2012,7953676
20100,MTA Long Island Rail Road,LIRR,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,12,2012,7886288
20100,MTA Long Island Rail Road,LIRR,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,1,2013,8068654
20100,MTA Long Island Rail Road,LIRR,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,2,2013,7305016
20100,MTA Long Island Rail Road,LIRR,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,3,2013,8095640
20100,MTA Long Island Rail Road,LIRR,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,4,2013,8272530
20100,MTA Long Island Rail Road,LIRR,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,5,2013,8368704
20100,MTA Long Island Rail Road,LIRR,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,6,2013,7834965
20100,MTA Long Island Rail Road,LIRR,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,7,2013,8368704
20100,MTA Long Island Rail Road,LIRR,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,8,2013,8406977
20100,MTA Long Island Rail Road,LIRR,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,9,2013,7796692
20100,MTA Long Island Rail Road,LIRR,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,10,2013,8606623
20100,MTA Long Island Rail Road,LIRR,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,11,2013,7834965
20100,MTA Long Island Rail Road,LIRR,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,12,2013,8130785
20100,MTA Long Island Rail Road,LIRR,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,1,2014,7731493
20100,MTA Long Island Rail Road,LIRR,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,2,2014,7366425
20100,MTA Long Island Rail Road,LIRR,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,3,2014,8169058
20100,MTA Long Island Rail Road,LIRR,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,4,2014,8422238
20100,MTA Long Island Rail Road,LIRR,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,5,2014,8332312
20100,MTA Long Island Rail Road,LIRR,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,6,2014,8198629
20100,MTA Long Island Rail Road,LIRR,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,7,2014,8555921
20100,MTA Long Island Rail Road,LIRR,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,8,2014,8351837
20100,MTA Long Island Rail Road,LIRR,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,9,2014,8198629
20100,MTA Long Island Rail Road,LIRR,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,10,2014,8760005
20100,MTA Long Island Rail Road,LIRR,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,11,2014,7770936
20100,MTA Long Island Rail Road,LIRR,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,12,2014,8536396
20100,MTA Long Island Rail Road,LIRR,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,1,2015,8108703
20100,MTA Long Island Rail Road,LIRR,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,2,2015,7523095
20100,MTA Long Island Rail Road,LIRR,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,3,2015,8536396
20100,MTA Long Island Rail Road,LIRR,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,4,2015,8336646
20100,MTA Long Island Rail Road,LIRR,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,5,2015,8024139
20100,MTA Long Island Rail Road,LIRR,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,6,2015,8336646
20100,MTA Long Island Rail Road,LIRR,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,7,2015,8670257
20100,MTA Long Island Rail Road,LIRR,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,8,2015,8252336
20100,MTA Long Island Rail Road,LIRR,commuter_rail,CR,"New York--Jersey City--Newark, NY--NJ",DO,9,2015,8108449
